ID,Actual Name,Tooltip,XX,VVVV,Base Attack Abilities - Motivity,Base Attack Abilities - Technique,Base Attack Abilities - Advance
Monad_Unit_11,Poison Wishstone,"A mystical crystal embedded with the wish of a star.\nWhen used, it can display a special effect.,
A mystical crystal that can be equipped to a Cube.\nIt imbues the Cube with a special effect.,
Generates Specter’s Acid ATK for a set period of time\nReduces damage received,",0D,4D6F6E61645F556E69745F3131,,,
Monad_Unit_12,Courage Wishstone,"A mystical crystal embedded with the wish of a star.\nWhen used, it can display a special effect.,
A mystical crystal that can be equipped to a Cube.\nIt imbues the Cube with a special effect.,
Increases Fable’s charge amount for a set period of time when attacking,",0D,4D6F6E61645F556E69745F3132,,,
Monad_Unit_13,Provocation Wishstone,"A mystical crystal embedded with the wish of a star.\nWhen used, it can display a special effect.,
A mystical crystal that can be equipped to a Cube.\nIt imbues the Cube with a special effect.,
Specter attracts enemy’s attention for a set period of time\nReduces damage received,",0D,4D6F6E61645F556E69745F3133,,,
P_Organ_CorePart,Core,"P-Organ Core part,
The P-Organ is the quintessence of the brilliant craftsman Geppetto’s puppet skills.\nRare parts are necessary to develop a device like that.,",10,505F4F7267616E5F436F726550617274,,,
part_assembly_0,Workshop Union Cartridge Prototype,"Parts that apply to puppet circulatory systems.\nCan enhance resistance to special status ailments.,",0F,706172745F617373656D626C795F30,,,
part_assembly_break_1,Belford Break Cartridge,"A cartridge developed by the Belford Superior Workshop.\nIt also has an additive that alleviates status ailments.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Break.,",15,706172745F617373656D626C795F627265616B5F31,,,
part_assembly_break_1_1,Belford Break Cartridge +1,"A cartridge developed by the Belford Superior Workshop.\nIt also has an additive that alleviates status ailments.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Break.,",17,706172745F617373656D626C795F627265616B5F315F31,,,
part_assembly_break_1_2,Belford Break Cartridge +2,"A cartridge developed by the Belford Superior Workshop.\nIt also has an additive that alleviates status ailments.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Break.,",17,706172745F617373656D626C795F627265616B5F315F32,,,
part_assembly_break_2,Arch Break Cartridge,"A cartridge developed by Arch, the ironworks company.\nIt has an increased proportion of additives and improved performance with its large capacity design.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Break.,",15,706172745F617373656D626C795F627265616B5F32,,,
part_assembly_break_2_1,Arch Break Cartridge +1,"A cartridge developed by Arch, the ironworks company.\nIt has an increased proportion of additives and improved performance with its large capacity design.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Break.,",17,706172745F617373656D626C795F627265616B5F325F31,,,
part_assembly_break_2_2,Arch Break Cartridge +2,"A cartridge developed by Arch, the ironworks company.\nIt has an increased proportion of additives and improved performance with its large capacity design.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Break.,",17,706172745F617373656D626C795F627265616B5F325F32,,,
part_assembly_break_3,LADA Break Cartridge,"A made-to-order item specific to LADA, the puppet parts workshop.\nWhile changing the design, they added the ability to assemble individual additives.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Break.,",15,706172745F617373656D626C795F627265616B5F33,,,
part_assembly_break_3_1,LADA Break Cartridge +1,"A made-to-order item specific to LADA, the puppet parts workshop.\nWhile changing the design, they added the ability to assemble individual additives.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Break.,",17,706172745F617373656D626C795F627265616B5F335F31,,,
part_assembly_break_3_2,LADA Break Cartridge +2,"A made-to-order item specific to LADA, the puppet parts workshop.\nWhile changing the design, they added the ability to assemble individual additives.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Break.,",17,706172745F617373656D626C795F627265616B5F335F32,,,
part_assembly_curse_1,Belford Disruption Cartridge,"A cartridge developed by the Belford Superior Workshop.\nIt also has an additive that alleviates status ailments.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Disruption.,",15,706172745F617373656D626C795F63757273655F31,,,
part_assembly_curse_1_1,Belford Disruption Cartridge +1,"A cartridge developed by the Belford Superior Workshop.\nIt also has an additive that alleviates status ailments.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Disruption.,",17,706172745F617373656D626C795F63757273655F315F31,,,
part_assembly_curse_1_2,Belford Disruption Cartridge +2,"A cartridge developed by the Belford Superior Workshop.\nIt also has an additive that alleviates status ailments.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Disruption.,",17,706172745F617373656D626C795F63757273655F315F32,,,
part_assembly_curse_2,Arch Disruption Cartridge,"A cartridge developed by Arch, the ironworks company.\nIt has an increased proportion of additives and improved performance with its large capacity design.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Disruption.,",15,706172745F617373656D626C795F63757273655F32,,,
part_assembly_curse_2_1,Arch Disruption Cartridge +1,"A cartridge developed by Arch, the ironworks company.\nIt has an increased proportion of additives and improved performance with its large capacity design.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Disruption.,",17,706172745F617373656D626C795F63757273655F325F31,,,
part_assembly_curse_2_2,Arch Disruption Cartridge +2,"A cartridge developed by Arch, the ironworks company.\nIt has an increased proportion of additives and improved performance with its large capacity design.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Disruption.,",17,706172745F617373656D626C795F63757273655F325F32,,,
part_assembly_curse_3,LADA Disruption Cartridge,"A made-to-order item specific to LADA, the puppet parts workshop.\nWhile changing the design, they added the ability to assemble individual additives.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Disruption.,",15,706172745F617373656D626C795F63757273655F33,,,
part_assembly_curse_3_1,LADA Disruption Cartridge +1,"A made-to-order item specific to LADA, the puppet parts workshop.\nWhile changing the design, they added the ability to assemble individual additives.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Disruption.,",17,706172745F617373656D626C795F63757273655F335F31,,,
part_assembly_curse_3_2,LADA Disruption Cartridge +2,"A made-to-order item specific to LADA, the puppet parts workshop.\nWhile changing the design, they added the ability to assemble individual additives.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Disruption.,",17,706172745F617373656D626C795F63757273655F335F32,,,
part_assembly_impact_1,Belford Shock Cartridge,"A cartridge developed by the Belford Superior Workshop.\nIt also has an additive that alleviates status ailments.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Shock.,",16,706172745F617373656D626C795F696D706163745F31,,,
part_assembly_impact_1_1,Belford Shock Cartridge +1,"A cartridge developed by the Belford Superior Workshop.\nIt also has an additive that alleviates status ailments.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Shock.,",18,706172745F617373656D626C795F696D706163745F315F31,,,
part_assembly_impact_1_2,Belford Shock Cartridge +2,"A cartridge developed by the Belford Superior Workshop.\nIt also has an additive that alleviates status ailments.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Shock.,",18,706172745F617373656D626C795F696D706163745F315F32,,,
part_assembly_impact_2,Arch Shock Cartridge,"A cartridge developed by Arch, the ironworks company.\nIt has an increased proportion of additives and improved performance with its large capacity design.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Shock.,",16,706172745F617373656D626C795F696D706163745F32,,,
part_assembly_impact_2_1,Arch Shock Cartridge +1,"A cartridge developed by Arch, the ironworks company.\nIt has an increased proportion of additives and improved performance with its large capacity design.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Shock.,",18,706172745F617373656D626C795F696D706163745F325F31,,,
part_assembly_impact_2_2,Arch Shock Cartridge +2,"A cartridge developed by Arch, the ironworks company.\nIt has an increased proportion of additives and improved performance with its large capacity design.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Shock.,",18,706172745F617373656D626C795F696D706163745F325F32,,,
part_assembly_impact_3,LADA Shock Cartridge,"A made-to-order item specific to LADA, the puppet parts workshop.\nWhile changing the design, they added the ability to assemble individual additives.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Shock.,",16,706172745F617373656D626C795F696D706163745F33,,,
part_assembly_impact_3_1,LADA Shock Cartridge +1,"A made-to-order item specific to LADA, the puppet parts workshop.\nWhile changing the design, they added the ability to assemble individual additives.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Shock.,",18,706172745F617373656D626C795F696D706163745F335F31,,,
part_assembly_impact_3_2,LADA Shock Cartridge +2,"A made-to-order item specific to LADA, the puppet parts workshop.\nWhile changing the design, they added the ability to assemble individual additives.,
Parts that affect puppet circulatory systems.\nCan enhance resistance to Shock.,",18,706172745F617373656D626C795F696D706163745F335F32,,,
part_bone_0,Workshop Union Lightweight Frame,"Parts that enhance puppet frames.\nCan absorb physical damage.,
This item was made in the puppet workshop for the purpose of improving strength while limiting the weight increase as much as possible.\nHowever, its weight is significantly greater than the standard version.,",0B,706172745F626F6E655F30,,,
part_bone_0_1,Workshop Union Lightweight Frame +1,"Parts that enhance puppet frames.\nCan absorb physical damage.,
This item was made in the puppet workshop for the purpose of improving strength while limiting the weight increase as much as possible.\nHowever, its weight is significantly greater than the standard version.,",0D,706172745F626F6E655F305F31,,,
part_bone_0_2,Workshop Union Lightweight Frame +2,"Parts that enhance puppet frames.\nCan absorb physical damage.,
This item was made in the puppet workshop for the purpose of improving strength while limiting the weight increase as much as possible.\nHowever, its weight is significantly greater than the standard version.,",0D,706172745F626F6E655F305F32,,,
part_bone_00,Workshop Union Basic Frame,"A basic frame made by the Workshop Union.\nIt is a part that reinforces puppet frames, made with standard dimensions.,
Parts that enhance puppet frames.\nCan absorb physical damage.,",0C,706172745F626F6E655F3030,,,
part_bone_1,LADA F150 Frame,"A made-to-order item specific to LADA, the puppet parts workshop.\nIt has been in use for a long time, so despite being heavy, it is reliable.,
Parts that enhance puppet frames.\nCan absorb physical damage.,",0B,706172745F626F6E655F31,,,
